10,0,2941.130,182.86,103,2838,2792
10,0,7298.418,368.44,215,4417,4323
10,0,12887.853,417.29,615,5394,5318
50,0,3630.459,148.14,0,3630,3530
50,0,7798.145,344.83,41,7085,6903
50,0,14655.048,366.97,1035,11073,10923
100,0,3276.227,164.15,0,3276,3148
100,0,6025.758,446.25,115,5653,5540
100,0,11175.741,481.22,1459,8401,8244
61,-1,-1,-1,-1,-1,-1
500,0,4452.819,120.78,0,4453,4307
500,0,11282.153,238.34,46,11153,10927
67,-1,-1,-1,-1,-1,-1
43,-1,-1,-1,-1,-1,-1
