10,0,8046.946,0.02,0,8047,7886
10,0,11589.299,0.07,422,8702,8577
10,0,23703.795,0.07,626,11457,11268
50,0,7990.096,0.02,0,7990,7728
50,0,14785.685,0.05,126,13290,13002
50,0,25786.207,0.06,2610,20407,19990
100,0,12765.415,0.01,0,12765,12379
100,0,18167.755,0.04,165,16862,16471
100,0,26283.911,0.06,3319,20111,19688
46,-1,-1,-1,-1,-1,-1
239,-1,-1,-1,-1,-1,-1
500,0,31977.376,0.02,116,31516,30874
-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1
